id,company,region,industry,products,metric,summary,url,created_at
582be5de-8bf9-4b19-9c4b-62fef28b41ce,Cruz Roja Mexicana,global,,[],,"Met online en mobiele betaalopties kan de organisatie een veel groter publiek bereiken. Zo vergroot het de bewustwording en kan het meer donaties inzamelen, zowel binnen als buiten getroffen gebieden.",https://stripe.com/customers/cruz-roja-mexicana,2026-07-31T23:32:11.387Z
b09edd5a-8369-4ebe-8d8e-c699644f0b2e,Crypto Com Spotlight,global,,"[""checkout"",""elements""]",,"The integration will appear as a new payment option on the checkout pages of participating Stripe merchants that use Stripe’s Optimized Checkout Suite, which includes prebuilt payment UIs, such as the Payment Element and Stripe Checkout.",https://stripe.com/customers/crypto-com-spotlight,2026-07-31T23:32:11.387Z
b697d9d9-9436-4b1c-9754-fadd09ab362c,Csfloat,global,,[],25%; 35%,"Door de volledige betaalinfrastructuur op één platform onder te brengen, kon CSFloat de kosten voor de verwerking van creditcardtransacties met 25% en die van cryptotransacties met 35% verlagen.",https://stripe.com/customers/csfloat,2026-07-31T23:32:11.387Z
57b3c283-72cc-4a13-b11a-6f9d1d7c2071,Dale Carnegie,global,,[],,Casestudy Dale Carnegie | Stripe,https://stripe.com/customers/dale-carnegie,2026-07-31T23:32:11.387Z
29eecdbe-a1ba-46b5-b15a-352481e2f40e,Decagon,global,AI,[],,"Decagon heeft de Stripe-API rechtstreeks in het platform geïntegreerd, waardoor de AI-agenten van Decagon met slechts één API-sleutel veilig een koppeling tot stand kunnen brengen met het Stripe-account van een onderneming.",https://stripe.com/customers/decagon,2026-07-31T23:32:11.387Z
406aecfb-d6b8-4fe6-91bc-4b328a5a79fe,Decathlon,global,,[],,Ontdek hoe Decathlon met Stripe een gestroomlijnd betaal- en onboardingproces heeft uitgerold voor zijn sportieve marktplaats.,https://stripe.com/customers/decathlon,2026-07-31T23:32:11.387Z
597cefce-8902-4f60-b381-3efd854ed21f,Demodesk,global,SaaS,"[""billing"",""payments""]",,Demodesk implementeerde de DATEV Export-app van pathway solutions vanuit de Stripe App Marketplace om de maandafsluiting te automatiseren.,https://stripe.com/customers/demodesk,2026-07-31T23:32:11.387Z
38775b23-01ed-427f-b20c-e0806676a9ae,Dena,global,,"[""radar""]",10%; 80%,不正利用の発生後、プレミアムサポートとRadarの活用により3ヵ月で決済承認率を約10%改善。問い合わせ件数も80%削減し、サービス品質の向上を実現しました。,https://stripe.com/customers/dena,2026-07-31T23:32:11.387Z
ede80c31-c0b3-4ef5-a663-e59d1eee29d3,Dian Xiao Er,apac,food and beverage,"[""payments""]",$1 m; 20%,"The Singapore restaurant chain switched to Stripe Payments to eliminate payment failures during peak hours, added digital wallets, and grew app-based ordering from 20% to 80%, saving $1 million SGD annually.",https://stripe.com/customers/dian-xiao-er,2026-07-31T23:32:11.387Z
8220bdeb-7d61-4189-a9a1-c37e6ee826a5,Casestudy Donorbox,global,,[],$ 1 m,Donorbox verwerkt meer dan $ 1 miljard aan donaties met Stripe,https://stripe.com/customers/donorbox,2026-07-31T23:32:11.387Z
41dbccf9-fc20-4563-aeef-74e2892e7d07,Donorschoose,global,,[],17%,Door samen te werken met Stripe heeft DonorsChoose het acceptatiepercentage van betaalkaarten met 17% verhoogd en meer donaties ontvangen voor de klaslokalen. Lees meer.,https://stripe.com/customers/donorschoose,2026-07-31T23:32:11.387Z
046a0f65-5005-43b4-9d54-baba429be276,Casestudy DoorHub,global,ecommerce,[],,DoorHub zet de toon voor e-commerce in de branche met betalingen via Stripe,https://stripe.com/customers/doorhub,2026-07-31T23:32:11.387Z
8e25e04f-567f-4c45-a6fb-707785ff42d1,DoorLoop vermindert handmatige onboardingtaken met 50%,global,,[],,DoorLoop biedt zijn klanten meer controle over hun betalingen door de onboarding te standaardiseren.,https://stripe.com/customers/doorloop,2026-07-31T23:32:11.387Z
e45b3fbc-9bd1-4ac4-91cf-09e9cb51554a,Dorsia,global,,"[""connect""]",,Dorsia gebruikt Connect om restaurants binnen 24 uur uit te betalen. Dit versterkt de reputatie van Dorsia als voorkeurspartner voor reserveringen voor exclusieve locaties die hun cashflow willen versnellen.,https://stripe.com/customers/dorsia,2026-07-31T23:32:11.387Z
06455f7b-1bc1-4977-be67-9b512f65491f,Dreamship Bill Bricker,global,,[],,"We spraken met Bill Bricker, CEO en medeoprichter van Dreamship, over de stand van zaken van POD in Vietnam en hoe Dreamship zijn technologische en fulfilmentdiensten verder wil ontwikkelen via de samenwerking met Stripe.",https://stripe.com/customers/dreamship-bill-bricker,2026-07-31T23:32:11.387Z
226ad436-d255-4a48-9906-cefb0d792fc3,Dripos,global,,[],,"Dripos bedient meer dan 100.000 koffiebars en cafés in de Verenigde Staten en biedt oplossingen voor verkooppunten, personeelsbeheer, bankieren, mobiel bestellen en meer.",https://stripe.com/customers/dripos,2026-07-31T23:32:11.387Z
97fde48c-1de8-4e5b-8395-206919bae7f3,Dubsado,global,,[],,"Om het gebruik van optionele toeslagen te verkennen, koppelde Stripe Dubsado aan Redbridge, een langdurig lid van het Stripe Partner Ecosystem met diepgaande expertise in het implementeren van oplossingen voor toeslagen voor diverse ondernemingen.",https://stripe.com/customers/dubsado,2026-07-31T23:32:11.387Z
4832f116-b20d-4894-a6a6-5a29888899d4,Dust,global,,[],,"Om verbinding te maken met Stripe en het beschikbaar te maken als tool binnen Dust, hoeft een ontwikkelaar alleen maar de MCP-server en een API-sleutel op te geven en vervolgens de machtigingen te configureren.",https://stripe.com/customers/dust,2026-07-31T23:32:11.387Z
b77e0d4b-709e-4a85-baf2-f6c4df9cbba5,Dyn Media And AWS,global,,[],,"Dyn Media bouwde het streamingplatform op AWS en implementeerde Stripe voor eenvoudig en veilig abonnementsbeheer. Deze aanpak minimaliseert verstoringen, maakt eenvoudig opschalen mogelijk en zorgt voor een voortreffelijke klantervaring.",https://stripe.com/customers/dyn-media-and-aws,2026-07-31T23:32:11.387Z
d9f010f7-abdd-43e5-926a-1bb6eb9e297b,EaseMyTrip gaat sneller wereldwijd met Stripe,global,,[],,EaseMyTrip heeft zijn betalingsvolume in het Verenigd Koninkrijk in 12 maanden verdrievoudigd met behulp van de wereldwijde infrastructuur van Stripe. Het bedrijf betrad de markt in slechts 4 weken en bood Britse reizigers een lokale betaalervaring.,https://stripe.com/customers/easemytrip,2026-07-31T23:32:11.387Z
cfc10c37-0fb9-4fdd-bac1-d6dc63ff903e,Eight Sleep,global,,"[""checkout""]",70%,Door een nieuwe afrekenoplossing te bouwen met de Optimized Checkout Suite zag Eight Sleep de conversie van ‘toevoegen aan winkelwagen’ naar aankoop met 70% stijgen en zorgde het voor een betere gebruikerservaring.,https://stripe.com/customers/eight-sleep,2026-07-31T23:32:11.387Z
